10000 5
10001 6
10002 3
10003 6
10004 4
10005 7
10006 1
10100 3
10101 3
10102 5
10103 2
10104 8
10105 5
10106 1
20000 1
20001 1
20002 5
20003 3
20004 1
20005 3
20006 5
20007 6
20100 7
20101 5
20102 1
20103 7
20104 5
20105 5
20106 7
20107 7
20108 1
